Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1812,0.6094971916,0.0507829487,0.0032948727,0.1142158589,0.0357457236,0.0891164332,0.0326897831,0.0415311782,0.0072915403,0.0158344698
1813,0.2520101796,0.0422408848,0.0243091123,0.2637843270,0.0511470246,0.1138937864,0.1413905785,0.0251876006,0.0334824184,0.0525540877
1814,0.7907798411,0.0323660939,0.0011650591,0.0287888542,0.0699337382,0.0128274713,0.0401794957,0.0066987026,0.0017733528,0.0154873911
1815,0.1218537407,0.0433460532,0.0228759602,0.4161388016,0.0607572469,0.0976409921,0.0707629240,0.0812211863,0.0068367483,0.0785663468
1816,0.7849694121,0.0796479992,0.0110145092,0.0121909253,0.0628980266,0.0041551881,0.0257355660,0.0053716893,0.0010872394,0.0129294449
1817,0.8808604692,0.0153778455,0.0015099844,0.0132029084,0.0256748798,0.0088353491,0.0094066213,0.0351304805,0.0009022970,0.0090991648
1818,0.6874968260,0.0471513099,0.0104637538,0.0037421300,0.0483456758,0.0124235855,0.0367790056,0.1366705590,0.0005512740,0.0163758804
1819,0.0037038973,0.0131151307,0.9485997043,0.0024599676,0.0030742028,0.0049019947,0.0056758376,0.0008566547,0.0134467906,0.0041658196
1820,0.0698773856,0.1211860341,0.0412377354,0.0166019667,0.0352990700,0.0403060178,0.0288351350,0.0074105593,0.6294970170,0.0097490792
1821,0.9642144612,0.0086667745,0.0006121750,0.0031352971,0.0065347378,0.0013944837,0.0095932395,0.0036841129,0.0003360318,0.0018286865
1822,0.7913522391,0.0218310634,0.0123038855,0.0149667902,0.0262611309,0.0233455690,0.0330146996,0.0620986000,0.0092005201,0.0056255021
1823,0.9143218915,0.0226985427,0.0018077906,0.0038193275,0.0168111162,0.0029225830,0.0200201575,0.0125554245,0.0006401009,0.0044030658
1824,0.0638276611,0.0484351410,0.0226834581,0.5608624004,0.0372420220,0.1223326055,0.0464307956,0.0213339801,0.0382934154,0.0385585208
1825,0.1549181921,0.0592523794,0.0406296326,0.1869521717,0.2476466742,0.0533521058,0.0898377778,0.0161415175,0.0192324717,0.1320370773
1826,0.0274044674,0.0199934009,0.9171568857,0.0011506275,0.0023121704,0.0181208552,0.0061354599,0.0003944376,0.0067476494,0.0005840461
1827,0.1365509094,0.4266428807,0.1001245682,0.0945642825,0.0272948602,0.0182803211,0.0456464409,0.0062179434,0.0048454785,0.1398323151
1828,0.8902134458,0.0552958949,0.0075356612,0.0040130431,0.0161278265,0.0044635466,0.0175768217,0.0009925123,0.0015388385,0.0022424093
1829,0.3156008968,0.1319267611,0.1065899926,0.0392390108,0.0961077750,0.1657985922,0.0558167677,0.0043681945,0.0593497688,0.0252022406
1830,0.0526061449,0.0279163447,0.0306712202,0.0171356049,0.0333950732,0.1802785040,0.0506878974,0.0088615522,0.5261012402,0.0723464183
1831,0.1822679336,0.0345021350,0.1494839657,0.0805155531,0.2206559435,0.1981966538,0.0429085279,0.0062467167,0.0713901620,0.0138324087
1832,0.3063272410,0.1170402062,0.0706274639,0.0450132134,0.2370351853,0.0506911609,0.1093018544,0.0048908819,0.0253344550,0.0337383379
1833,0.4692820414,0.0529176154,0.0211092015,0.0132944466,0.0858604306,0.0867092020,0.0714556453,0.0747256934,0.0694157323,0.0552299915
1834,0.0671628955,0.0933312974,0.0626926323,0.0540194228,0.1417209545,0.4675376371,0.0457716998,0.0118010867,0.0462916069,0.0096707670
1835,0.3275165941,0.4611081966,0.0242448872,0.0420138998,0.0187050686,0.0432715987,0.0313320717,0.0350107397,0.0044187437,0.0123781998
1836,0.1435420528,0.0116923637,0.0023897543,0.0299555670,0.1370909971,0.0119342799,0.4565814419,0.1753017459,0.0124432382,0.0190685593
1837,0.3540418180,0.0357608250,0.0986404150,0.0180526911,0.0580097927,0.0610982198,0.0424666744,0.2967481312,0.0020816682,0.0330997646
1838,0.6912326161,0.1519162116,0.0683210775,0.0015406584,0.0263508480,0.0065941973,0.0063947519,0.0292687661,0.0043673269,0.0140135464
1839,0.4605210081,0.0620703931,0.0336819240,0.0758715419,0.0200618937,0.0137559446,0.0729985385,0.2370780369,0.0034634055,0.0204973136
1840,0.9194710119,0.0205658519,0.0113391462,0.0014784576,0.0054088404,0.0092025700,0.0105883366,0.0062576076,0.0010766158,0.0146115620
1841,0.8423582580,0.0337151993,0.0034134940,0.0053045428,0.0251383367,0.0085235683,0.0406566401,0.0130945622,0.0027512009,0.0250441977
1842,0.8259922098,0.1446088604,0.0012213537,0.0005935508,0.0130841625,0.0009625202,0.0100098752,0.0013925529,0.0005565026,0.0015784119
1843,0.1339448969,0.0017718804,0.0003545770,0.0096982318,0.0411926339,0.0147498677,0.0187709869,0.7675993648,0.0023131270,0.0096044337
1844,0.0668760428,0.4304553674,0.1821654768,0.0442260233,0.0166147341,0.2346554368,0.0163975590,0.0011790199,0.0041354733,0.0032948666
1845,0.9519314676,0.0357249986,0.0009654329,0.0001380214,0.0032568544,0.0013115469,0.0043961668,0.0012760719,0.0003874378,0.0006120017
1846,0.4313951931,0.5397886114,0.0032422359,0.0053274655,0.0034208537,0.0005043083,0.0113002938,0.0010600414,0.0030295628,0.0009314342
1847,0.5201309357,0.0816713032,0.0340637434,0.0892878411,0.0367064992,0.0485056072,0.0557995146,0.0331770414,0.0655553972,0.0351021169
1848,0.9123365641,0.0267652015,0.0002864650,0.0032687798,0.0048184156,0.0014206280,0.0298394724,0.0136392867,0.0001685129,0.0074566740
1849,0.7728626871,0.0026395666,0.0006572124,0.0129828866,0.0708792584,0.0564137752,0.0146400272,0.0509785895,0.0007182772,0.0172277199
1850,0.4915907489,0.1275549218,0.0058447056,0.0579832203,0.1734214625,0.0077691003,0.0777033141,0.0106495112,0.0060177335,0.0414652817
1851,0.9560031907,0.0037774566,0.0002976329,0.0026313857,0.0087819792,0.0020984157,0.0073497553,0.0175767116,0.0002738927,0.0012095797
1852,0.5952480334,0.2941708433,0.0035823691,0.0420830637,0.0116059493,0.0199591727,0.0172921074,0.0052253858,0.0016260509,0.0092070244
1853,0.9439109127,0.0136812306,0.0007178079,0.0009061855,0.0140918357,0.0026306856,0.0174341825,0.0005832773,0.0005620938,0.0054817884
1854,0.4133894452,0.1749539635,0.0094354578,0.0247799840,0.1917094002,0.0557235855,0.0931494030,0.0180889621,0.0092967329,0.0094730658
1855,0.1636626906,0.0946296054,0.0420863398,0.0273247345,0.0460056938,0.0708632838,0.0237001823,0.0366774120,0.4691645151,0.0258855427
1856,0.7706678739,0.0643024864,0.0047978656,0.0056552937,0.0479284751,0.0121793654,0.0373096579,0.0205247212,0.0007603731,0.0358738877
1857,0.7613428129,0.0142678612,0.0025821628,0.0051703326,0.1001429929,0.0292014542,0.0537605397,0.0236798127,0.0010362023,0.0088158286
1858,0.1281610780,0.0687736003,0.4312567591,0.0096964035,0.0269935358,0.0754387096,0.0426987333,0.0100453278,0.1754446084,0.0314912443
1859,0.5202834082,0.4312275477,0.0044632198,0.0081025932,0.0077174249,0.0015594184,0.0138595203,0.0092920228,0.0005019930,0.0029928517
1860,0.0626935044,0.8421566772,0.0027711613,0.0347718889,0.0230024199,0.0042910863,0.0257825499,0.0004439307,0.0022088334,0.0018779480
1861,0.1177146852,0.7164817551,0.0362041632,0.0122625296,0.0157882389,0.0284957525,0.0322431387,0.0026359757,0.0319668582,0.0062069030
1862,0.8602303840,0.0169549734,0.0003015535,0.0086615255,0.0252484617,0.0190663595,0.0218455542,0.0430596603,0.0005219670,0.0041095608
1863,0.1423927474,0.4224033260,0.0426246648,0.0460148000,0.0604816980,0.0106245270,0.0775440300,0.0027516435,0.1740467156,0.0211158476
1864,0.8647987486,0.0568282533,0.0029500867,0.0060922927,0.0104724085,0.0027616745,0.0470690801,0.0024861175,0.0007395897,0.0058017485
1865,0.7066459026,0.0684375789,0.0049999347,0.0048452928,0.0908942474,0.0062508909,0.0558855754,0.0257732428,0.0008887177,0.0353786167
1866,0.0689470330,0.0751208861,0.0189238522,0.6028329059,0.0276036372,0.1101364679,0.0396947234,0.0250776638,0.0055537700,0.0261090605
1867,0.5444305768,0.0437871064,0.0066496539,0.0571219986,0.0531379476,0.1458351019,0.0737964993,0.0342316382,0.0082294384,0.0327800389
1868,0.9114994694,0.0289372999,0.0026842088,0.0010384364,0.0249866625,0.0013257975,0.0130448965,0.0024675481,0.0045536003,0.0094620805
1869,0.3693587387,0.0122274013,0.0017732012,0.0712341318,0.1558458792,0.0546280803,0.1364274914,0.0544301259,0.0095165933,0.1345583570
1870,0.1624247059,0.0294327447,0.0082009614,0.1302757063,0.1255010336,0.2740586290,0.1400908826,0.0443204655,0.0183468902,0.0673479809
1871,0.8985739663,0.0307954095,0.0008092448,0.0142478710,0.0062220264,0.0025261065,0.0204688051,0.0206948131,0.0004126731,0.0052490840
1872,0.4299739510,0.3384130133,0.1227661808,0.0123368257,0.0162251880,0.0292622426,0.0352684368,0.0033939267,0.0065379198,0.0058223152
1873,0.9689505258,0.0135687638,0.0009079521,0.0001703579,0.0072838068,0.0008320516,0.0049688731,0.0011428791,0.0000700345,0.0021047553
1874,0.0644096430,0.4267409477,0.3008762571,0.0125916415,0.0149538132,0.0587668420,0.0153527914,0.0026860567,0.1004514010,0.0031706065
1875,0.2151349732,0.1907295951,0.0170585544,0.0431624954,0.0523630811,0.0658353895,0.1041555252,0.0838879689,0.2037650234,0.0239073939
1876,0.8970133222,0.0231859815,0.0002780995,0.0035147503,0.0039297589,0.0036915523,0.0469948248,0.0090511677,0.0017435126,0.0105970301
1877,0.5636929164,0.0273042640,0.0142088387,0.0227371886,0.0610637225,0.0878073138,0.0183991448,0.0988096691,0.0043398424,0.1016370997
1878,0.2469213090,0.3402998729,0.0128629295,0.2375784547,0.0595783137,0.0604040732,0.0208055698,0.0064388981,0.0042250116,0.0108855675
1879,0.8977192280,0.0191670232,0.0084058232,0.0024858550,0.0235076136,0.0045008461,0.0221076710,0.0031979842,0.0008493348,0.0180586209
1880,0.4577666011,0.0867931411,0.0986697122,0.0680972121,0.0348892430,0.0789766178,0.0596323518,0.0135471276,0.0084577685,0.0931702250
1881,0.8459603697,0.0181476352,0.0075496726,0.0013550477,0.0578381329,0.0088202550,0.0400410876,0.0111667454,0.0022428704,0.0068781835
1882,0.0748297535,0.0630170632,0.0481839843,0.4399830911,0.0316064648,0.1600541385,0.0544162792,0.0351789910,0.0482712991,0.0444589353
1883,0.0077290784,0.0330010429,0.9396012697,0.0023627314,0.0024237152,0.0054675466,0.0024523979,0.0001099108,0.0056842272,0.0011680798
1884,0.0950658758,0.8133038376,0.0070945734,0.0510791758,0.0054327336,0.0076569332,0.0122040341,0.0019510727,0.0029673244,0.0032444396
1885,0.7630600936,0.0538273083,0.0038764935,0.0136622690,0.0125856812,0.0244154361,0.0177469343,0.0977331741,0.0020278526,0.0110647573
1886,0.2754355695,0.4610998139,0.0181396603,0.1116392686,0.0264809099,0.0189072519,0.0450868553,0.0020461574,0.0252446875,0.0159198257
1887,0.8847999276,0.0871206430,0.0005282535,0.0014104869,0.0067656751,0.0029472549,0.0125991002,0.0025915653,0.0003344999,0.0009025937
1888,0.4925139688,0.0347676789,0.0807548596,0.0212533257,0.1733089768,0.1286836384,0.0416928994,0.0073513920,0.0095660719,0.0101071884
1889,0.0860991189,0.8392329005,0.0020275415,0.0352042524,0.0072790189,0.0035685686,0.0137930043,0.0034043300,0.0028580135,0.0065332513
1890,0.0833284326,0.3220756046,0.0155671562,0.5211842466,0.0095162886,0.0143580330,0.0237247461,0.0030608350,0.0017717032,0.0054129540
1891,0.8749405201,0.0166059877,0.0015587336,0.0117982766,0.0455005544,0.0042569902,0.0165121539,0.0221912090,0.0003971323,0.0062384422
1892,0.1256269120,0.5978995426,0.0985311509,0.0497181583,0.0132503490,0.0815460949,0.0221955857,0.0015601204,0.0061556010,0.0035164852
1893,0.4230495283,0.0633685896,0.0144711749,0.1624467203,0.0521458571,0.0485691061,0.1089673344,0.0876633596,0.0055917872,0.0337265424
1894,0.2640233408,0.0061618538,0.0092022089,0.0167358690,0.2453320672,0.2164683485,0.0510233022,0.1422355366,0.0098398467,0.0389776261
1895,0.4352448269,0.0355224503,0.0573036483,0.0489173068,0.0859242451,0.1651251099,0.0321974460,0.0979196855,0.0015063539,0.0403389272
1896,0.3827751632,0.0942730993,0.0411684322,0.1268962195,0.0642496399,0.0643050350,0.0782338505,0.0479225518,0.0530588156,0.0471171928
1897,0.6708773702,0.0664995381,0.0172110204,0.0114113334,0.0995353584,0.0083497173,0.0470619842,0.0282960054,0.0072498771,0.0435077956
1898,0.9536257219,0.0112686344,0.0005343931,0.0004102690,0.0130775123,0.0016614962,0.0077655646,0.0052571736,0.0000880645,0.0063111706
1899,0.1115844622,0.0333348324,0.0098557263,0.0236193528,0.4074482088,0.2262941557,0.0654232502,0.0124800191,0.0943187811,0.0156412113
1900,0.6479643446,0.0282698292,0.0296157980,0.0274006068,0.0357268088,0.0822474908,0.0376624169,0.0357071579,0.0070948711,0.0683106757
1901,0.3514599734,0.0321318026,0.0070181112,0.0541691639,0.0383723083,0.0625515185,0.0220371348,0.4103231478,0.0032657522,0.0186710872
1902,0.3260659314,0.0289735623,0.0697322592,0.0323195266,0.0302883281,0.3671683625,0.0304550874,0.0861153444,0.0078312794,0.0210503187
1903,0.1632533013,0.0449934080,0.0030484069,0.5296488118,0.1065140365,0.0255590128,0.0614294768,0.0356810312,0.0049203193,0.0249521954
1904,0.3380873832,0.0218340204,0.0108864197,0.0731754208,0.1044838459,0.0516927855,0.0389486982,0.1996737910,0.0120357862,0.1491818491
1905,0.1183245486,0.5963182201,0.0067473357,0.0463048524,0.1202159731,0.0139017321,0.0453778437,0.0048125985,0.0344330765,0.0135638193
1906,0.3842527054,0.0998891583,0.0287280639,0.0292229134,0.1848639599,0.1339984128,0.0630413059,0.0522155220,0.0074169806,0.0163709776
1907,0.1002676258,0.8366786084,0.0045743989,0.0127060483,0.0061536096,0.0104458354,0.0225704117,0.0017027436,0.0028429022,0.0020578163
1908,0.1997637209,0.0153119591,0.0017781975,0.5700935770,0.1208788280,0.0265764580,0.0152851443,0.0353518605,0.0016181214,0.0133421333
1909,0.8596541673,0.0117327800,0.0021171332,0.0086497737,0.0190212097,0.0100936234,0.0181828164,0.0619776772,0.0026905732,0.0058802460
1910,0.5179373958,0.0265799331,0.0145441833,0.0640758580,0.0736691995,0.1762310162,0.0697574278,0.0321453249,0.0031218655,0.0219377960
1911,0.6177926786,0.0496393644,0.0186729633,0.1857562682,0.0296002883,0.0656545527,0.0201819755,0.0043639827,0.0023889792,0.0059489472
1912,0.1393773391,0.6953426967,0.0170984822,0.0706687509,0.0038154693,0.0467220722,0.0151199584,0.0019542084,0.0081333136,0.0017677092
1913,0.9535864939,0.0102025915,0.0006932549,0.0036449558,0.0033146665,0.0070724060,0.0063387879,0.0124314726,0.0003401694,0.0023752016
1914,0.2454593727,0.5230499523,0.0788108660,0.0708280738,0.0076078415,0.0127899894,0.0250032598,0.0182515745,0.0074076556,0.0107914144
1915,0.1937012594,0.6347820262,0.0265530388,0.0673469763,0.0267753672,0.0097335994,0.0255134945,0.0011405791,0.0083029219,0.0061507372
1916,0.2642946582,0.4085069713,0.1010054434,0.0275083362,0.0431296006,0.0263696355,0.0588988578,0.0030541557,0.0156988185,0.0515335228
1917,0.4400544901,0.1662211020,0.0130698938,0.0431012969,0.0984716646,0.0397000245,0.1008799675,0.0331218749,0.0081815310,0.0571981548
1918,0.8170293011,0.0130460632,0.0007674698,0.0056616591,0.0250462832,0.0057624743,0.0357687295,0.0850359564,0.0015783437,0.0103037196
1919,0.4308385685,0.0137059721,0.0008392006,0.0187706722,0.0795654384,0.0152240880,0.0362559236,0.3308034236,0.0032746623,0.0707220508
1920,0.6638129493,0.0960401610,0.0218657853,0.0308775440,0.0172958776,0.0230347171,0.0280835767,0.1026679356,0.0015511915,0.0147702617
1921,0.9435446403,0.0203283499,0.0010936300,0.0009436839,0.0059739447,0.0029224968,0.0170059469,0.0045364199,0.0002976775,0.0033532101
1922,0.9440896269,0.0193407222,0.0052692433,0.0008844635,0.0081617467,0.0014145146,0.0133072628,0.0044360690,0.0006511797,0.0024451714
1923,0.8627858115,0.0654551192,0.0012140264,0.0023869955,0.0320033371,0.0034870353,0.0126743550,0.0116205274,0.0002368865,0.0081359062
1924,0.1852558967,0.0387090975,0.0041007097,0.3617362790,0.0560401323,0.1463646821,0.0820695924,0.0202554668,0.0197183984,0.0857497451
1925,0.5190777628,0.1788280879,0.0160919036,0.0630241914,0.0345672556,0.0168273184,0.0286067280,0.0137269060,0.0163151567,0.1129346896
1926,0.8142240113,0.0920244209,0.0100792618,0.0043460502,0.0037536976,0.0055661010,0.0081520504,0.0480057590,0.0008154490,0.0130331986
1927,0.0132710028,0.0407977365,0.8488726855,0.0186558424,0.0152467183,0.0189901170,0.0103162009,0.0004593661,0.0304101744,0.0029801561
1928,0.2515752073,0.0268644524,0.2682878898,0.0673605937,0.0295200786,0.0480102220,0.0396634348,0.0260209786,0.0040117640,0.2386853788
1929,0.7786159518,0.1483526975,0.0015541393,0.0387682827,0.0054477549,0.0037599468,0.0101611342,0.0043860523,0.0003461285,0.0086079121
1930,0.1634497957,0.0935296136,0.0029542523,0.6017789091,0.0110133916,0.0765003207,0.0199838837,0.0061401359,0.0061917163,0.0184579811
1931,0.2010245253,0.0471873285,0.0589065233,0.0249300300,0.0833287294,0.0839604817,0.0299006199,0.1711490635,0.2500629153,0.0495497832
1932,0.5761554853,0.0845997600,0.0113772925,0.0198568393,0.0773949714,0.0807003561,0.0732987943,0.0111151363,0.0571542695,0.0083470952
1933,0.2471779046,0.6839023245,0.0073634486,0.0076640928,0.0241710663,0.0145750776,0.0074862281,0.0013776541,0.0052458218,0.0010363818
1934,0.0407702253,0.0426473505,0.0796315826,0.0172424757,0.0117384503,0.7279007674,0.0116552582,0.0018760087,0.0646601132,0.0018777681
1935,0.7496101360,0.1153346355,0.0087619993,0.0087825169,0.0661136938,0.0114106884,0.0179622781,0.0134800324,0.0012931615,0.0072508582
1936,0.8269443986,0.0177600024,0.0007771864,0.0177959380,0.0129025998,0.0222671455,0.0462049050,0.0461079220,0.0040801234,0.0051597789
1937,0.1678203571,0.0895922057,0.2804349218,0.0310306938,0.0438879438,0.1517923022,0.0285340863,0.0482578956,0.1096782586,0.0489713352
1938,0.0967356552,0.6418286160,0.0890695118,0.0482709796,0.0421341085,0.0408723179,0.0245770391,0.0006842887,0.0112288230,0.0045986601
1939,0.7525490104,0.0326418409,0.0004728766,0.0064573368,0.0637240474,0.0160263876,0.0371919080,0.0611181951,0.0026801761,0.0271382211
1940,0.8157766073,0.0552902142,0.0360993404,0.0039762975,0.0285010896,0.0189364694,0.0173963175,0.0071996825,0.0004570189,0.0163669626
1941,0.1050686753,0.0205845616,0.0050415331,0.0071238047,0.0551515262,0.0669195674,0.1224929294,0.5740793708,0.0150215845,0.0285164470
1942,0.7964891061,0.0745719468,0.0015340633,0.0066883411,0.0380074658,0.0080314498,0.0374884043,0.0234919924,0.0053100714,0.0083871590
1943,0.1410766575,0.2980765269,0.0755181553,0.1081733386,0.1718167573,0.0140879027,0.1121722457,0.0045922410,0.0037933275,0.0706928475
1944,0.4695523984,0.0848797290,0.0437788640,0.0632206030,0.0205702258,0.2039395026,0.0161297111,0.0668286984,0.0018885375,0.0292117302
1945,0.9202641527,0.0235934619,0.0022567232,0.0049518553,0.0088705625,0.0027854305,0.0141901354,0.0177992089,0.0002501633,0.0050383063
1946,0.3085728819,0.3586705334,0.0646976125,0.0333035511,0.0078807975,0.1368614424,0.0219962493,0.0034304312,0.0555351093,0.0090513915
1947,0.7963378690,0.0851867966,0.0084158627,0.0140765090,0.0201193229,0.0206529365,0.0223826651,0.0174410155,0.0006446879,0.0147423347
1948,0.3971858401,0.0473248036,0.0079396489,0.0206388308,0.2238439870,0.0580686317,0.0818142460,0.0985401239,0.0207831223,0.0438607657
1949,0.0575604624,0.0263747357,0.8199325738,0.0035022378,0.0078813185,0.0148398737,0.0068919340,0.0042437174,0.0385808918,0.0201922550
1950,0.0397870306,0.0032300367,0.0059134731,0.0052718659,0.0035066260,0.0120835824,0.0117904645,0.8687643839,0.0038300542,0.0458224827
1951,0.0553329777,0.0332683865,0.2197316475,0.0094843182,0.1229587848,0.0892213024,0.0778471571,0.0091100183,0.3700341649,0.0130112425
1952,0.0759864006,0.0111390122,0.2783822640,0.0073282844,0.0180182667,0.5534544806,0.0196063963,0.0019782785,0.0305919069,0.0035147098
1953,0.1209045404,0.8581876419,0.0008317008,0.0025915842,0.0065181541,0.0008253712,0.0075141527,0.0005995329,0.0002410085,0.0017863133
1954,0.6381962075,0.1043462781,0.0160070825,0.0276804655,0.0288181007,0.1142150300,0.0190283208,0.0030523011,0.0450467041,0.0036095098
1955,0.5611850408,0.0990212177,0.0321385061,0.0042236023,0.0381056544,0.0205767540,0.0612097582,0.1682148372,0.0030233257,0.0123013036
1956,0.7691956517,0.0479948506,0.0143197623,0.0147977618,0.0225234316,0.0072369831,0.0579956842,0.0367790622,0.0016220510,0.0275347615
1957,0.7701594772,0.0160182657,0.0033396228,0.1020483449,0.0175523082,0.0504915533,0.0064471275,0.0166487569,0.0024548506,0.0148396930
1958,0.7924949158,0.0567915011,0.0057523270,0.0121324769,0.0607794159,0.0085842246,0.0169119440,0.0416014449,0.0010757124,0.0038760374
1959,0.8276728807,0.0838508238,0.0025041595,0.0059847913,0.0329729325,0.0150637487,0.0140317892,0.0039634253,0.0108731336,0.0030823155
1960,0.9122182890,0.0157321922,0.0068844973,0.0011721498,0.0365154356,0.0049679965,0.0066212471,0.0123672703,0.0010369494,0.0024839729
1961,0.4412420737,0.3355507423,0.0097281407,0.0624649173,0.0211536444,0.0511263934,0.0353829032,0.0223452978,0.0016743878,0.0193314995
1962,0.0032899722,0.0018222589,0.9786978266,0.0008593793,0.0031972904,0.0055245381,0.0019059285,0.0000911547,0.0032097636,0.0014018878
1963,0.1566732259,0.0173865664,0.0219069730,0.0177832847,0.3274117667,0.1652886245,0.0957937467,0.1205010504,0.0189238961,0.0583308654
1964,0.9050590790,0.0156374807,0.0010284960,0.0019242872,0.0085627200,0.0022918638,0.0086235459,0.0220810601,0.0005024312,0.0342890360
1965,0.0607278363,0.0080586942,0.0055474609,0.0039881182,0.0386365219,0.0165307758,0.0471570325,0.7849179248,0.0037883958,0.0306472397
1966,0.4840980790,0.3921371419,0.0165475709,0.0115568987,0.0246125842,0.0383312254,0.0116543656,0.0007678403,0.0167379924,0.0035563017
1967,0.0038788052,0.0169541766,0.6589400160,0.0012245238,0.0188560862,0.0056654267,0.0024100352,0.0006875112,0.2903281935,0.0010552256
1968,0.4045563758,0.0210354444,0.0035650455,0.0114354818,0.1810720288,0.0223901285,0.1619826338,0.1671120711,0.0019093412,0.0249414492
1969,0.4407479493,0.2284899952,0.0461834642,0.0241598664,0.0251987920,0.0701002287,0.0696044758,0.0175577526,0.0663037090,0.0116537669
1970,0.0287140883,0.0588827302,0.0095916434,0.8147671705,0.0124864847,0.0380206589,0.0101806649,0.0060014897,0.0062977911,0.0150572782
1971,0.8689873515,0.0436251072,0.0122977289,0.0006998264,0.0227137791,0.0071667853,0.0198813858,0.0139505788,0.0014906855,0.0091867715
1972,0.1011071125,0.0611195983,0.0105996238,0.6157731704,0.0748298964,0.0129927488,0.0537242372,0.0101848562,0.0043567640,0.0553119924
1973,0.8370395421,0.0496999922,0.0100179172,0.0016070619,0.0128047947,0.0037371909,0.0613861454,0.0184672178,0.0005014998,0.0047386379
1974,0.7169107856,0.2052786093,0.0084443156,0.0215717755,0.0118740041,0.0141906456,0.0183859067,0.0006892824,0.0008661824,0.0017884926
1975,0.7878849599,0.0167197454,0.0012001447,0.0027149080,0.0332130106,0.0095074959,0.0764225997,0.0570569927,0.0065028109,0.0087773321
1976,0.8640321158,0.0317654055,0.0011627675,0.0072948485,0.0105692736,0.0031262448,0.0712612954,0.0045793944,0.0011200054,0.0050886492
1977,0.3978505601,0.0285379550,0.0035131183,0.2647927933,0.1778266816,0.0906225029,0.0228212136,0.0057174001,0.0022453840,0.0060723910
1978,0.6646727439,0.0033822392,0.0130934286,0.0116669867,0.0670731590,0.0531253734,0.0267311557,0.1070952994,0.0043194665,0.0488401475
1979,0.1934265965,0.0571767155,0.0140265338,0.0287096102,0.0432798775,0.6015080690,0.0339246485,0.0079791920,0.0167111867,0.0032575702
1980,0.5253592234,0.2173622522,0.0411492767,0.0076123946,0.0349980607,0.0075832290,0.0380153630,0.0700060238,0.0102782713,0.0476359052
1981,0.4720169680,0.0197548720,0.0229133187,0.0180710705,0.1079385467,0.0909147810,0.0218872088,0.1868603467,0.0332496958,0.0263931918
1982,0.3546036442,0.1595260389,0.0759562407,0.1409429491,0.0279286081,0.1236749059,0.0308525273,0.0181047824,0.0283973827,0.0400129207
1983,0.8034236455,0.0678676816,0.0541040089,0.0015601797,0.0159296620,0.0087514612,0.0208378206,0.0227370902,0.0006465387,0.0041419114
1984,0.7655684393,0.0220300980,0.0031080665,0.0082552803,0.0635845429,0.0243284594,0.0691881031,0.0243120960,0.0010241941,0.0186007203
1985,0.0402031171,0.6052237229,0.2542525990,0.0149153618,0.0051425414,0.0356085293,0.0106121203,0.0008310568,0.0300048135,0.0032061379
1986,0.0400751633,0.0141055671,0.0966765840,0.0620153572,0.3182744350,0.3639311956,0.0587650590,0.0029549128,0.0259449097,0.0172568162
1987,0.3700714980,0.0960646548,0.0085988319,0.1775989590,0.1464238402,0.0192593507,0.1333574920,0.0074988953,0.0074334045,0.0336930736
1988,0.6274652811,0.1139044979,0.0063690710,0.0251230088,0.0902452088,0.0507298995,0.0357037358,0.0226052441,0.0090477333,0.0188063198
1989,0.9459188706,0.0187134913,0.0016388281,0.0021767468,0.0042192114,0.0032783375,0.0071881620,0.0049322555,0.0002530497,0.0116810471
1990,0.6851101416,0.1069741619,0.0218543938,0.0078615149,0.0249597674,0.0223128103,0.0386888956,0.0605031508,0.0050277284,0.0267074353
1991,0.5104032000,0.1204798376,0.0138781147,0.0451783975,0.0576219817,0.0256604385,0.0990993887,0.0835160590,0.0021184628,0.0420441196
1992,0.8845161604,0.0305419761,0.0038511133,0.0018491526,0.0286466740,0.0175326866,0.0097185271,0.0187161612,0.0022482262,0.0023793224
1993,0.9364489367,0.0248519887,0.0010692748,0.0034433490,0.0130322773,0.0065382619,0.0097503363,0.0014483710,0.0003925221,0.0030246823
1994,0.8025318409,0.0071507733,0.0012517138,0.0035776485,0.0690592630,0.0605904399,0.0123206419,0.0397923969,0.0010566580,0.0026686239
1995,0.0109198863,0.0120659496,0.9612266975,0.0025413531,0.0024390054,0.0026995085,0.0038754729,0.0001350444,0.0033893614,0.0007077211
1996,0.9426994900,0.0137741552,0.0006323734,0.0027791004,0.0165759390,0.0027882645,0.0109570715,0.0028073289,0.0020073298,0.0049789473
1997,0.6549828171,0.0725139926,0.0225935450,0.0087681753,0.1118968162,0.0280343975,0.0480216501,0.0143348959,0.0173860126,0.0214676977
1998,0.9582214097,0.0042314815,0.0018376386,0.0013293283,0.0167122565,0.0043485255,0.0044046458,0.0056336923,0.0000457595,0.0032352622
1999,0.2199764154,0.1833309520,0.0435044930,0.1018468984,0.0422739944,0.3637028884,0.0155973751,0.0039680913,0.0081830286,0.0176158634
2000,0.8841741067,0.0330594903,0.0038646669,0.0022488950,0.0325327955,0.0025626607,0.0152939365,0.0185863010,0.0005403650,0.0071367823
2001,0.3926750530,0.1467956474,0.0953725281,0.0805504375,0.0555520828,0.0159087860,0.0701740446,0.0479874392,0.0357328325,0.0592511487
2002,0.3279845122,0.1333915979,0.0218127625,0.2345795095,0.0877291778,0.0405088592,0.0656579347,0.0429490098,0.0227270979,0.0226595384
